followers,following,followers_ratio,mutual_connections,account_age,profile_complete,bio,comments,label
76300,1147,66.52136006974716,303,13,70,Lover of nature,Nice post!,1
56643,1558,36.35622593068036,356,12,66,Lover of nature,Great content!,1
26665,3739,7.131585985557636,219,7,84,Lover of nature,Nice post!,1
43611,2158,20.208989805375346,98,11,56,Tech enthusiast,Love this!,0
3124,3452,0.9049826187717266,235,2,78,Traveler and food lover,Awesome!,0
26512,300,88.37333333333333,206,4,60,Tech enthusiast,Love this!,1
49778,3699,13.457150581238173,143,14,79,Lover of nature,Nice post!,1
48138,4054,11.874198322644302,492,3,67,Tech enthusiast,Love this!,1
20038,4860,4.123045267489712,198,10,95,Tech enthusiast,Nice post!,1
55575,249,223.19277108433735,302,11,65,Just another human,Love this!,0
83133,2569,32.360062281043206,322,7,55,AI researcher,Nice post!,1
35343,4130,8.557627118644067,286,10,51,Traveler and food lover,Awesome!,1
3184,4324,0.7363552266419982,331,6,92,Just another human,Awesome!,0
35408,4681,7.56419568468276,263,13,92,AI researcher,Awesome!,0
35939,2861,12.561691716183153,216,6,59,Lover of nature,Nice post!,0
4331,724,5.982044198895028,188,9,53,Just another human,Great content!,0
95981,570,168.38771929824563,43,9,98,AI researcher,Love this!,0
55431,220,251.95909090909092,433,6,59,Just another human,Love this!,0
72645,1395,52.075268817204304,290,0,58,Tech enthusiast,Love this!,0
23770,2835,8.38447971781305,459,12,94,Tech enthusiast,Love this!,1
11370,2123,5.355628827131418,188,14,92,Just another human,Awesome!,0
10323,4232,2.439272211720227,468,6,91,Just another human,Great content!,0
86008,4001,21.496625843539114,473,3,73,Traveler and food lover,Love this!,1
5811,4350,1.3358620689655172,438,11,54,Lover of nature,Great content!,1
14140,3090,4.576051779935275,193,2,84,Tech enthusiast,Nice post!,1
14281,50,285.62,269,12,53,Just another human,Nice post!,1
16085,515,31.233009708737864,365,11,84,AI researcher,Love this!,0
18994,2792,6.803008595988539,259,12,91,Lover of nature,Very interesting,1
88105,2779,31.70385030586542,400,14,62,AI researcher,Awesome!,1
60952,2619,23.273004963726613,238,4,86,Lover of nature,Love this!,1
12871,1838,7.00272034820457,111,1,81,AI researcher,Awesome!,1
98980,4672,21.185787671232877,68,7,94,Tech enthusiast,Love this!,1
82213,1166,70.50857632933105,407,11,50,Just another human,Awesome!,1
71386,4999,14.280056011202241,48,11,60,Just another human,Very interesting,0
61257,2250,27.22533333333333,310,8,75,Traveler and food lover,Very interesting,1
69111,415,166.53253012048194,454,4,52,Just another human,Nice post!,1
20987,2269,9.24944909651829,150,2,98,Tech enthusiast,Love this!,0
50627,1105,45.81628959276018,238,9,62,Lover of nature,Very interesting,1
57483,4859,11.830211977773205,336,6,81,Lover of nature,Very interesting,0
86664,4659,18.601416613007082,395,0,97,Just another human,Love this!,0
88187,3357,26.269585939827227,394,9,99,AI researcher,Love this!,0
72912,2417,30.166321886636325,114,2,72,Just another human,Nice post!,1
92182,1935,47.639276485788116,74,8,72,Lover of nature,Very interesting,1
15640,204,76.66666666666667,97,1,79,Traveler and food lover,Awesome!,0
20066,69,290.81159420289856,382,10,55,Lover of nature,Love this!,1
7392,516,14.325581395348838,110,13,56,AI researcher,Love this!,0
55749,3564,15.642255892255893,356,8,96,AI researcher,Love this!,1
81695,4457,18.329593897240297,369,10,79,Traveler and food lover,Love this!,1
48649,1465,33.207508532423205,284,0,86,AI researcher,Very interesting,1
59848,1653,36.20568663036902,255,3,97,Just another human,Awesome!,1
46051,707,65.13578500707213,317,11,81,Just another human,Nice post!,0
1002,1626,0.6162361623616236,308,9,55,Lover of nature,Great content!,1
72404,4753,15.23332632021881,116,12,84,Tech enthusiast,Very interesting,1
67667,3786,17.872952984680403,175,5,81,Just another human,Very interesting,0
27170,1346,20.185735512630014,227,14,61,Just another human,Great content!,0
45166,344,131.29651162790697,346,12,53,Traveler and food lover,Great content!,1
51385,3787,13.568787958806443,105,6,81,Just another human,Love this!,1
86452,536,161.2910447761194,341,14,84,Lover of nature,Awesome!,1
19582,355,55.16056338028169,383,14,97,Traveler and food lover,Very interesting,1
4146,3543,1.170194750211685,449,2,65,Just another human,Very interesting,1
61878,983,62.94811800610376,238,8,64,Lover of nature,Nice post!,1
82273,1346,61.12407132243685,99,3,90,Traveler and food lover,Great content!,0
32177,3010,10.690033222591362,175,4,51,Tech enthusiast,Great content!,1
15489,527,29.39089184060721,349,7,55,Lover of nature,Very interesting,1
31386,931,33.712137486573575,442,14,63,Just another human,Great content!,1
4833,2757,1.7529923830250271,454,11,90,Traveler and food lover,Love this!,0
70466,2283,30.865527814279456,440,14,78,Tech enthusiast,Nice post!,1
19595,1947,10.064201335387777,248,13,91,Lover of nature,Very interesting,1
17282,3928,4.39969450101833,75,2,75,Tech enthusiast,Nice post!,1
26629,2542,10.475609756097562,2,7,67,Lover of nature,Love this!,0
75079,1917,39.164840897235266,80,13,96,Just another human,Nice post!,1
39905,3361,11.872954477833979,360,13,53,Lover of nature,Great content!,0
3730,1594,2.3400250941028857,287,10,86,Just another human,Very interesting,1
19277,2926,6.588174982911825,7,0,87,Lover of nature,Nice post!,1
15706,3626,4.331494760066189,86,7,74,Traveler and food lover,Awesome!,1
29978,1224,24.491830065359476,485,13,96,Lover of nature,Very interesting,1
53374,1960,27.231632653061226,285,12,78,Lover of nature,Nice post!,1
23355,966,24.177018633540374,398,14,83,AI researcher,Very interesting,1
51577,4993,10.329861806529141,73,10,65,AI researcher,Nice post!,1
91239,3679,24.799945637401468,438,10,86,Lover of nature,Nice post!,0
61617,4313,14.286343612334802,122,14,79,AI researcher,Great content!,0
19395,623,31.131621187800963,376,11,72,Just another human,Nice post!,0
83668,4449,18.80602382557878,293,9,85,AI researcher,Awesome!,0
66910,4788,13.974519632414369,142,7,77,Lover of nature,Great content!,0
68254,4727,14.439179183414428,157,5,50,Tech enthusiast,Awesome!,1
65435,2373,27.574799831436998,429,4,57,Tech enthusiast,Awesome!,1
78528,2949,26.628687690742623,447,8,91,Lover of nature,Love this!,1
82854,3300,25.107272727272726,409,5,64,Lover of nature,Awesome!,0
32929,1169,28.16852010265184,370,14,83,Tech enthusiast,Nice post!,1
90707,4750,19.09621052631579,108,0,68,Traveler and food lover,Very interesting,1
57206,392,145.93367346938774,333,11,93,AI researcher,Great content!,1
79411,3810,20.84278215223097,194,5,79,Traveler and food lover,Great content!,1
505,2408,0.20971760797342193,35,0,59,Just another human,Great content!,0
44765,4865,9.201438848920864,89,5,93,Tech enthusiast,Very interesting,1
67694,4893,13.83486613529532,461,2,76,Tech enthusiast,Awesome!,1
33334,4261,7.823046233278573,414,5,69,Traveler and food lover,Love this!,1
78939,4829,16.346862704493685,461,12,74,Just another human,Nice post!,0
1562,581,2.6884681583476766,295,5,58,Traveler and food lover,Great content!,0
51282,821,62.46285018270402,329,0,89,Just another human,Nice post!,1
35863,1248,28.736378205128204,200,12,83,Lover of nature,Awesome!,1
32934,124,265.5967741935484,45,8,70,Lover of nature,Love this!,1
74472,4440,16.772972972972973,487,7,73,Tech enthusiast,Great content!,0
96397,1875,51.41173333333333,106,14,56,Lover of nature,Awesome!,1
23899,524,45.6087786259542,169,14,53,Traveler and food lover,Love this!,1
54685,3124,17.504801536491676,145,1,57,Just another human,Great content!,0
73601,4225,17.4203550295858,355,1,62,Tech enthusiast,Awesome!,1
70200,3199,21.944357611753674,419,4,70,Lover of nature,Nice post!,1
22644,2786,8.12778176597272,459,14,84,Tech enthusiast,Very interesting,1
32373,2119,15.27748938178386,177,9,54,Tech enthusiast,Great content!,1
63762,1211,52.6523534269199,60,1,57,Just another human,Love this!,0
77014,1027,74.98928919182083,423,10,51,Traveler and food lover,Love this!,0
56408,4118,13.697911607576494,2,0,73,Traveler and food lover,Very interesting,1
98468,4262,23.103707179727827,81,1,91,AI researcher,Very interesting,0
40728,498,81.78313253012048,262,4,65,Traveler and food lover,Awesome!,0
82926,4530,18.305960264900662,286,10,53,Lover of nature,Very interesting,1
26880,2806,9.579472558802566,320,14,79,AI researcher,Great content!,1
37404,4933,7.582404216501115,94,9,95,AI researcher,Very interesting,1
52067,1694,30.736127508854782,63,13,79,AI researcher,Great content!,0
79805,4759,16.769279260348814,245,6,84,AI researcher,Nice post!,0
80419,725,110.92275862068965,76,4,91,Traveler and food lover,Very interesting,0
13026,376,34.6436170212766,476,0,62,AI researcher,Nice post!,1
42147,4399,9.581041145714936,258,6,86,Lover of nature,Love this!,1
163,2453,0.06644924582144313,92,5,98,Lover of nature,Very interesting,0
7863,3860,2.0370466321243526,290,6,98,Tech enthusiast,Love this!,1
12389,1687,7.343805572021339,270,1,60,Lover of nature,Nice post!,1
15802,4804,3.2893422148209823,20,4,68,Tech enthusiast,Love this!,1
38377,257,149.32684824902725,61,13,67,Lover of nature,Nice post!,0
18110,4495,4.028921023359288,338,7,66,AI researcher,Awesome!,1
63466,3601,17.624548736462096,411,12,60,Just another human,Nice post!,1
11059,51,216.84313725490196,259,11,64,AI researcher,Awesome!,0
796,595,1.33781512605042,236,6,57,Traveler and food lover,Love this!,1
69914,4914,14.227513227513228,140,5,93,Tech enthusiast,Nice post!,1
30709,4732,6.489644970414201,462,12,78,Just another human,Awesome!,0
47701,3874,12.313113061435208,434,5,66,Lover of nature,Nice post!,1
37050,3437,10.779749781786442,431,11,75,AI researcher,Great content!,0
93000,1073,86.67287977632805,166,0,54,Tech enthusiast,Great content!,1
57996,1477,39.266079891672305,479,0,53,Tech enthusiast,Love this!,0
38772,4871,7.959761855881749,66,6,73,Lover of nature,Great content!,1
23610,3021,7.815292949354518,349,2,60,Tech enthusiast,Very interesting,1
94784,1665,56.927327327327326,57,5,79,Lover of nature,Awesome!,1
90787,4493,20.206320943690184,211,11,89,Lover of nature,Very interesting,1
19820,2731,7.257414866349323,129,4,97,AI researcher,Great content!,0
85713,1396,61.39899713467049,497,2,97,Tech enthusiast,Love this!,0
87357,3898,22.41072344792201,24,5,84,Traveler and food lover,Very interesting,0
57214,4625,12.370594594594595,10,2,93,Traveler and food lover,Love this!,1
20095,4781,4.203095586697343,256,7,94,AI researcher,Nice post!,0
46864,4046,11.582797825012358,303,13,82,AI researcher,Very interesting,0
74807,2661,28.112363773017663,368,14,85,Lover of nature,Nice post!,1
84279,2234,37.725604297224706,431,6,70,Traveler and food lover,Very interesting,1
39789,3323,11.973818838399037,393,8,87,Tech enthusiast,Awesome!,1
56217,4198,13.391376846117199,80,4,54,Traveler and food lover,Love this!,1
94625,4219,22.42830054515288,285,11,54,AI researcher,Nice post!,1
33990,2102,16.170313986679353,418,14,70,AI researcher,Great content!,0
56127,1307,42.9433817903596,369,0,74,Lover of nature,Very interesting,1
14151,1638,8.639194139194139,18,10,59,Tech enthusiast,Nice post!,1
9354,1141,8.198071866783524,109,9,68,AI researcher,Very interesting,1
15906,616,25.821428571428573,436,14,81,Tech enthusiast,Very interesting,0
89363,4653,19.205458843756716,33,10,67,Traveler and food lover,Very interesting,1
29823,4210,7.083847980997625,287,7,83,Lover of nature,Nice post!,0
84441,1567,53.887045309508615,331,1,97,Traveler and food lover,Nice post!,1
65689,977,67.23541453428864,490,5,64,AI researcher,Very interesting,1
10691,4797,2.228684594538253,254,0,73,AI researcher,Great content!,1
72913,1317,55.36294608959757,125,5,54,Tech enthusiast,Love this!,1
3238,2340,1.3837606837606837,208,3,81,AI researcher,Very interesting,1
4592,4357,1.0539361946293322,133,4,58,Tech enthusiast,Great content!,0
78693,2097,37.52646638054363,498,14,54,Just another human,Love this!,0
11407,379,30.097625329815305,396,9,54,AI researcher,Very interesting,1
38809,3466,11.197057126370456,486,6,90,Traveler and food lover,Love this!,0
37021,2272,16.294454225352112,85,12,90,Traveler and food lover,Very interesting,1
79193,1047,75.63801337153772,74,5,83,Tech enthusiast,Nice post!,1
93264,1008,92.52380952380952,447,0,56,Just another human,Very interesting,1
44274,110,402.4909090909091,134,8,75,AI researcher,Very interesting,0
42327,2772,15.269480519480519,300,5,50,Lover of nature,Very interesting,1
47924,3884,12.33882595262616,172,5,83,Lover of nature,Very interesting,0
84643,2601,32.54248366013072,212,8,75,Traveler and food lover,Great content!,1
45264,3244,13.953144266337855,320,11,81,AI researcher,Awesome!,1
40106,1006,39.866799204771375,349,9,61,Lover of nature,Great content!,0
53795,4794,11.221318314559866,18,4,55,Tech enthusiast,Great content!,0
52354,306,171.09150326797385,498,10,69,AI researcher,Nice post!,1
82653,959,86.1866527632951,118,14,68,Traveler and food lover,Very interesting,0
68556,954,71.86163522012579,302,5,65,Just another human,Great content!,1
71101,2669,26.639565380292243,301,5,53,Tech enthusiast,Love this!,1
65613,3539,18.539983046058207,284,6,81,Tech enthusiast,Very interesting,1
28422,2678,10.613144137415983,226,8,67,AI researcher,Nice post!,1
51668,1631,31.67872470876763,211,4,54,Just another human,Nice post!,1
99851,1792,55.720424107142854,355,4,99,Tech enthusiast,Love this!,0
49559,2604,19.031874039938558,188,3,55,Just another human,Nice post!,1
11559,1972,5.8615618661257605,486,9,63,Traveler and food lover,Very interesting,0
71226,67,1063.0746268656717,320,3,98,Tech enthusiast,Awesome!,0
25749,835,30.837125748502995,150,11,67,Lover of nature,Awesome!,0
21219,206,103.00485436893204,222,7,59,Traveler and food lover,Great content!,1
87978,2834,31.043754410726887,127,12,72,Traveler and food lover,Nice post!,1
15126,4251,3.5582215949188427,247,1,67,Tech enthusiast,Very interesting,0
20055,1715,11.693877551020408,50,9,53,Lover of nature,Love this!,1
26337,1533,17.180039138943247,190,7,81,Just another human,Love this!,1
35719,3146,11.353782581055308,482,1,96,Lover of nature,Very interesting,1
43627,3121,13.978532521627683,499,14,55,Traveler and food lover,Very interesting,1
60149,708,84.95621468926554,494,0,75,Tech enthusiast,Love this!,1
26915,179,150.3631284916201,236,9,55,Lover of nature,Nice post!,1
64158,113,567.7699115044247,21,12,84,Lover of nature,Great content!,1
72613,757,95.9220607661823,109,14,90,Traveler and food lover,Great content!,1
98105,897,109.3701226309922,326,8,92,Just another human,Great content!,0
42929,2869,14.963053328685954,32,10,54,Lover of nature,Very interesting,1
83531,159,525.3522012578617,126,7,63,Lover of nature,Love this!,1
92915,786,118.21246819338423,364,5,51,AI researcher,Love this!,0
83410,1804,46.23614190687361,355,3,89,Traveler and food lover,Love this!,0
88160,1840,47.91304347826087,43,1,62,AI researcher,Love this!,0
58456,3169,18.446197538655728,6,7,54,Traveler and food lover,Love this!,1
52438,2299,22.809047411918225,127,2,96,Traveler and food lover,Awesome!,1
47904,4079,11.744054915420445,90,9,85,AI researcher,Very interesting,0
81159,1543,52.59818535320804,129,3,85,Just another human,Very interesting,1
6457,4209,1.5340936089332382,16,4,99,Just another human,Awesome!,1
5509,4355,1.2649827784156142,320,12,68,Traveler and food lover,Great content!,1
39051,2155,18.12111368909513,185,3,69,AI researcher,Nice post!,1
31325,575,54.47826086956522,109,10,71,Lover of nature,Very interesting,0
1309,3039,0.4307337940111879,285,7,80,Traveler and food lover,Very interesting,1
5004,1382,3.6208393632416787,469,8,90,Traveler and food lover,Awesome!,1
95424,1223,78.02452984464432,347,13,96,Tech enthusiast,Very interesting,1
81173,2475,32.797171717171715,480,13,93,Just another human,Very interesting,1
7499,1502,4.992676431424767,409,13,53,AI researcher,Great content!,1
91657,859,106.70197904540163,162,0,52,Lover of nature,Awesome!,0
32365,3575,9.053146853146853,446,1,86,Lover of nature,Very interesting,1
73815,3730,19.789544235924932,74,11,74,Traveler and food lover,Love this!,1
68377,2966,23.053607552258935,198,3,98,Lover of nature,Awesome!,0
77365,3192,24.237155388471177,411,0,86,Lover of nature,Great content!,1
90359,1597,56.58046336881653,408,10,53,Traveler and food lover,Nice post!,1
87183,1562,55.81498079385403,444,5,88,Just another human,Very interesting,0
2006,2523,0.7950852160126833,360,14,56,Tech enthusiast,Love this!,1
44397,2600,17.075769230769232,286,11,56,Just another human,Love this!,1
3099,2392,1.2955685618729098,181,4,98,Just another human,Nice post!,1
98837,2676,36.93460388639761,450,12,74,Tech enthusiast,Awesome!,0
20669,2184,9.46382783882784,96,6,64,Traveler and food lover,Great content!,0
45188,277,163.1335740072202,50,11,56,Just another human,Very interesting,1
95975,3883,24.71671388101983,313,5,96,AI researcher,Very interesting,0
81278,3605,22.545908460471566,33,13,53,AI researcher,Very interesting,0
85052,2079,40.91005291005291,442,13,83,Tech enthusiast,Love this!,0
70736,4343,16.287358968454985,20,2,94,AI researcher,Awesome!,1
70121,4507,15.558242733525626,183,4,93,Traveler and food lover,Nice post!,0
34575,4078,8.47842079450711,292,2,91,Lover of nature,Awesome!,1
89252,4169,21.408491244902855,63,8,68,Traveler and food lover,Great content!,0
22894,1121,20.422836752899197,496,1,96,Tech enthusiast,Great content!,1
17209,4769,3.608513315160411,402,5,98,Lover of nature,Nice post!,1
60048,2524,23.79080824088748,123,8,87,AI researcher,Love this!,0
57796,3371,17.14506081281519,100,9,76,Just another human,Nice post!,1
49304,4383,11.24891626739676,118,6,54,AI researcher,Great content!,0
78025,1909,40.872184389732844,340,4,62,Traveler and food lover,Love this!,1
34188,3521,9.709741550695824,77,1,95,Traveler and food lover,Awesome!,1
12675,4308,2.9422005571030643,457,1,63,Tech enthusiast,Great content!,0
544,4497,0.12096953524571936,180,3,79,Just another human,Love this!,1
91838,4751,19.33024626394443,198,9,96,Just another human,Love this!,1
36142,3106,11.63618802318094,476,11,97,Lover of nature,Very interesting,1
36120,498,72.53012048192771,446,1,59,Lover of nature,Awesome!,0
58764,3588,16.377926421404684,359,11,81,Traveler and food lover,Love this!,1
63590,4194,15.162136385312351,189,12,50,Tech enthusiast,Nice post!,1
22479,2414,9.311930405965203,327,12,73,Traveler and food lover,Awesome!,1
64026,3801,16.844514601420677,102,7,78,Just another human,Awesome!,0
46243,463,99.8768898488121,332,9,92,Just another human,Great content!,0
66718,2761,24.16443317638537,365,6,56,Traveler and food lover,Awesome!,1
58242,3458,16.842683632157318,274,6,80,Just another human,Awesome!,0
93460,273,342.34432234432234,458,2,66,Lover of nature,Very interesting,1
86447,1151,75.10599478714161,129,6,79,Just another human,Awesome!,1
34419,3390,10.153097345132743,240,7,74,Lover of nature,Love this!,1
19334,19,1017.578947368421,133,4,77,AI researcher,Nice post!,1
8748,1617,5.410018552875695,156,0,85,Tech enthusiast,Very interesting,1
24064,3179,7.569675998741743,424,14,56,Tech enthusiast,Very interesting,1
29719,4082,7.280499755022048,434,0,84,Just another human,Very interesting,0
85653,412,207.89563106796118,388,11,69,Tech enthusiast,Very interesting,0
373,742,0.5026954177897575,424,10,63,AI researcher,Great content!,1
10368,2672,3.8802395209580838,317,13,99,Just another human,Very interesting,0
3250,2780,1.169064748201439,157,3,99,Lover of nature,Great content!,0
72211,2625,27.50895238095238,358,1,79,AI researcher,Great content!,0
45699,515,88.73592233009708,189,6,50,AI researcher,Awesome!,1
1946,207,9.400966183574878,99,12,87,Tech enthusiast,Nice post!,1
91084,948,96.08016877637131,410,2,90,Lover of nature,Awesome!,1
43975,2442,18.00778050778051,433,11,74,Traveler and food lover,Great content!,1
77544,1829,42.396938217605246,465,3,83,AI researcher,Awesome!,1
892,3599,0.2478466240622395,51,8,57,Tech enthusiast,Love this!,1
20234,2168,9.333025830258302,48,1,69,AI researcher,Very interesting,1
30835,1657,18.608931804465904,445,11,79,Lover of nature,Very interesting,1
70750,602,117.52491694352159,99,7,53,Lover of nature,Great content!,1
28895,712,40.58286516853933,443,0,70,Just another human,Awesome!,0
40066,1204,33.277408637873755,381,2,76,Traveler and food lover,Love this!,1
3213,1392,2.3081896551724137,250,3,59,Traveler and food lover,Love this!,1
60251,2697,22.340007415647015,373,13,72,Tech enthusiast,Love this!,1
2254,3273,0.6886648334860984,463,5,82,Traveler and food lover,Great content!,1
98332,4926,19.96183516037353,53,0,60,Lover of nature,Awesome!,0
68629,3132,21.912196679438058,374,13,90,Traveler and food lover,Love this!,1
21594,3731,5.7877244706513,388,7,68,Tech enthusiast,Love this!,0
8531,2667,3.1987251593550807,136,1,60,AI researcher,Awesome!,0
50027,550,90.95818181818181,161,4,53,Traveler and food lover,Awesome!,1
33551,4742,7.075284690004217,353,5,72,Traveler and food lover,Very interesting,0
29073,3983,7.299271905598795,291,7,54,Lover of nature,Nice post!,1
70278,1245,56.44819277108434,478,2,98,Lover of nature,Nice post!,0
64962,3887,16.712631849755596,499,11,99,AI researcher,Love this!,0
93064,4013,23.19063045103414,403,8,54,Just another human,Awesome!,0
39573,2550,15.518823529411765,80,11,67,Traveler and food lover,Very interesting,0
39762,3205,12.406240249609985,467,4,66,Lover of nature,Great content!,0
95243,846,112.58037825059101,219,7,52,Just another human,Nice post!,1
2577,4546,0.5668719753629564,84,3,92,Traveler and food lover,Nice post!,0
16131,44,366.6136363636364,82,11,98,Traveler and food lover,Awesome!,1
1684,659,2.5553869499241273,318,8,57,Just another human,Great content!,1
76421,4824,15.841832504145938,66,7,89,Lover of nature,Nice post!,0
66285,3931,16.862121597557874,413,4,72,AI researcher,Very interesting,1
67091,2868,23.392956764295675,452,2,72,Traveler and food lover,Nice post!,1
29150,3648,7.990679824561403,233,0,51,Tech enthusiast,Awesome!,0
9337,2783,3.35501257635645,197,14,88,Tech enthusiast,Awesome!,1
70673,1692,41.768912529550825,258,4,70,Tech enthusiast,Great content!,1
23341,2226,10.485624438454627,176,4,73,AI researcher,Nice post!,1
23014,3067,7.503749592435605,297,3,87,Traveler and food lover,Great content!,1
10502,1948,5.391170431211499,279,9,69,Lover of nature,Nice post!,1
54807,1366,40.12225475841874,299,9,99,Lover of nature,Love this!,1
58105,3131,18.557968700095817,128,7,88,AI researcher,Nice post!,1
13759,4534,3.0346272606969564,497,2,99,Traveler and food lover,Awesome!,0
63227,4522,13.982087571870853,370,11,76,Just another human,Awesome!,0
89054,968,91.99793388429752,437,9,93,Just another human,Love this!,0
9055,1405,6.444839857651245,179,8,88,Traveler and food lover,Nice post!,0
20126,486,41.41152263374486,291,2,56,Traveler and food lover,Nice post!,0
18677,1756,10.63610478359909,206,3,82,Lover of nature,Awesome!,0
75067,3631,20.67391903057009,488,5,78,AI researcher,Love this!,0
74215,2969,24.996631862579992,293,8,59,AI researcher,Awesome!,1
27312,1580,17.28607594936709,427,9,59,Lover of nature,Love this!,1
11293,2796,4.03898426323319,337,1,61,Tech enthusiast,Awesome!,0
30945,51,606.7647058823529,470,1,52,Just another human,Very interesting,0
72544,1660,43.70120481927711,174,1,52,Traveler and food lover,Nice post!,0
94352,4301,21.937223901418275,28,4,62,Just another human,Great content!,1
31634,2788,11.346484935437589,178,5,94,Just another human,Very interesting,0
13450,4629,2.905595160941888,40,2,80,AI researcher,Awesome!,1
46511,2156,21.57282003710575,469,2,76,Lover of nature,Love this!,1
87343,4347,20.092707614446745,191,1,55,Tech enthusiast,Great content!,0
1279,4231,0.302292602221697,343,10,76,Tech enthusiast,Love this!,0
7878,3162,2.49146110056926,236,5,84,Lover of nature,Love this!,1
30261,1615,18.737461300309597,303,0,96,Just another human,Nice post!,1
77919,2737,28.468761417610523,460,8,58,Lover of nature,Awesome!,0
84533,407,207.6977886977887,224,14,55,Lover of nature,Nice post!,0
38739,3380,11.461242603550296,113,10,55,Traveler and food lover,Love this!,1
15744,4198,3.7503573130061936,277,9,89,Traveler and food lover,Nice post!,0
42439,1385,30.641877256317688,354,3,75,Just another human,Very interesting,0
41347,3696,11.186958874458874,16,13,92,AI researcher,Love this!,1
40335,4500,8.963333333333333,85,1,68,Tech enthusiast,Love this!,1
83610,4910,17.028513238289207,388,12,65,Traveler and food lover,Very interesting,0
62524,2903,21.537719600413364,316,11,90,Just another human,Love this!,1
8443,1630,5.1797546012269935,344,5,72,Lover of nature,Great content!,0
9121,3263,2.7952804167943612,389,4,60,Traveler and food lover,Great content!,0
63763,1027,62.08666017526777,180,2,65,Lover of nature,Awesome!,0
80593,2990,26.954180602006687,336,12,78,Lover of nature,Awesome!,1
73630,2225,33.092134831460676,350,2,87,Traveler and food lover,Nice post!,1
21761,2921,7.449845943170147,144,4,98,Just another human,Nice post!,1
16463,4316,3.8144114921223355,314,3,97,Tech enthusiast,Very interesting,0
85854,4269,20.11103302881237,224,4,69,Just another human,Very interesting,1
38978,2784,14.000718390804598,422,1,70,AI researcher,Love this!,1
30087,1414,21.27793493635078,53,10,77,AI researcher,Awesome!,0
34785,4598,7.565245759025664,381,0,99,Tech enthusiast,Awesome!,0
58154,3649,15.936969032611675,431,4,82,AI researcher,Awesome!,0
48580,2809,17.29441082235671,420,10,99,Lover of nature,Awesome!,0
46107,3332,13.837635054021609,303,0,89,AI researcher,Nice post!,1
24513,2179,11.249655805415328,67,2,75,Traveler and food lover,Great content!,0
2789,798,3.4949874686716793,106,7,59,Lover of nature,Very interesting,0
86850,2847,30.505795574288726,333,14,83,Just another human,Very interesting,1
765,930,0.8225806451612904,76,10,58,Tech enthusiast,Awesome!,0
39273,4819,8.149616102925918,26,7,85,Traveler and food lover,Awesome!,1
55097,3092,17.81921086675291,343,8,60,Traveler and food lover,Nice post!,0
42291,2263,18.688024745912507,154,0,59,Tech enthusiast,Nice post!,0
51492,1334,38.599700149925035,71,3,95,AI researcher,Very interesting,1
54867,1275,43.03294117647059,446,5,56,Tech enthusiast,Awesome!,0
17410,4584,3.7979930191972078,179,6,87,Tech enthusiast,Awesome!,0
40125,3481,11.526860097673083,46,4,65,AI researcher,Very interesting,0
14259,3343,4.2653305414298535,241,12,75,Just another human,Nice post!,0
46835,1218,38.45238095238095,358,6,81,Tech enthusiast,Very interesting,1
24610,1465,16.79863481228669,276,10,80,AI researcher,Nice post!,1
37716,4409,8.554320707643457,370,14,81,Traveler and food lover,Nice post!,0
19232,4175,4.606467065868263,312,9,94,Tech enthusiast,Nice post!,1
99051,4771,20.76105638230979,104,7,61,Tech enthusiast,Awesome!,1
41149,14,2939.214285714286,458,9,76,Just another human,Very interesting,1
41312,2294,18.00871839581517,94,5,71,Just another human,Nice post!,1
94694,2046,46.282502443792765,218,10,64,Traveler and food lover,Great content!,1
87848,1038,84.6319845857418,169,3,57,Just another human,Nice post!,1
68169,4129,16.509808670380238,365,0,53,Traveler and food lover,Nice post!,1
8656,1460,5.928767123287671,431,10,57,Tech enthusiast,Nice post!,0
13553,257,52.735408560311285,282,4,72,AI researcher,Love this!,1
94506,4130,22.88280871670702,127,9,65,Just another human,Great content!,1
22795,4074,5.595238095238095,199,9,97,Traveler and food lover,Awesome!,0
78363,1284,61.0303738317757,416,9,83,Just another human,Very interesting,0
31416,3488,9.006880733944953,331,3,71,Just another human,Very interesting,1
89002,2185,40.733180778032036,34,4,98,Lover of nature,Very interesting,1
51438,359,143.28133704735376,353,3,72,Tech enthusiast,Awesome!,0
23787,3792,6.2729430379746836,143,8,54,Just another human,Nice post!,1
57949,4850,11.948247422680412,291,2,86,AI researcher,Great content!,1
53036,3188,16.636135508155583,65,2,93,Lover of nature,Very interesting,0
86460,4500,19.213333333333335,459,14,56,Traveler and food lover,Love this!,0
29563,1226,24.11337683523654,218,9,86,Traveler and food lover,Love this!,0
23558,2298,10.251523063533508,55,6,75,AI researcher,Great content!,1
63231,278,227.4496402877698,144,1,77,AI researcher,Very interesting,1
37275,4208,8.858127376425855,403,8,53,Tech enthusiast,Nice post!,0
40711,1987,20.488676396577755,212,7,98,AI researcher,Very interesting,0
51297,3545,14.470239774330043,93,11,81,Traveler and food lover,Nice post!,1
6737,2794,2.4112383679312814,105,13,87,Tech enthusiast,Very interesting,0
50727,392,129.40561224489795,83,5,95,AI researcher,Love this!,1
32437,969,33.47471620227038,135,13,58,AI researcher,Awesome!,1
16702,2191,7.623003194888179,145,12,85,Traveler and food lover,Great content!,1
31635,2229,14.192462987886945,248,8,75,Tech enthusiast,Nice post!,1
24928,2627,9.48915112295394,17,10,60,Lover of nature,Awesome!,0
